full_address,MAR_MATCHADDRESS,MAR_XCOORD,MAR_YCOORD,MAR_LATITUDE,MAR_LONGITUDE,MAR_WARD,MAR_CENSUS_TRACT,MAR_ZIPCODE,MARID,MAR_ERROR,MAR_SCORE,MAR_SOURCEOPERATION,MAR_IGNORE
5524 9TH STREET NW,5524 9TH STREET NW,397744.28,143224.14,38.9569195,-77.02602514,Ward 4,2101,20011,259651,,100,DC Address,
5551 ILLINOIS AVENUE NW,5551 ILLINOIS AVENUE NW,397600.64,143250.74,38.95715874,-77.02768247,Ward 4,2101,20011,295090,,100,DC Address,
126 QUINCY PLACE NE,126 QUINCY PLACE NE,399519.44,138240.19,38.91202534,-77.00554092,Ward 5,8701,20002,312123,,100,DC Address,
49 T STREET NE,49 T STREET NE,399386.49,138608.93,38.915347,-77.00707418,Ward 5,8701,20002,16507,,100,DC Address,
128 U STREET NE,128 U STREET NE,399517.35,138811.96,38.91717604,-77.00556542,Ward 5,8701,20002,69029,,100,DC Address,
125 RHODE ISLAND AVENUE NE,125 RHODE ISLAND AVENUE NE,399508.91,138873.83,38.91773338,-77.00566279,Ward 5,8701,20002,69606,,100,DC Address,
2625 3RD STREET NE,2625 3RD STREET NE,399845.45,139596.99,38.92424796,-77.00178229,Ward 5,9204,20002,45605,,100,DC Address,
315 EVARTS STREET NE,315 EVARTS STREET NE,399885.36,139591.94,38.92420248,-77.00132204,Ward 5,9204,20002,39402,,100,DC Address,
3719 12TH STREET NE,3719 12TH STREET NE,400793.13,140807.62,38.93515335,-76.99085214,Ward 5,9504,20017,117011,,100,DC Address,
66 RHODE ISLAND AVENUE NW,66 RHODE ISLAND AVENUE NW,399036.89,138660.7,38.91581304,-77.01110538,Ward 5,3302,20001,227331,,100,DC Address,
34 RHODE ISLAND AVENUE NW,34 RHODE ISLAND AVENUE NW,399117.82,138695.45,38.91612617,-77.01017224,Ward 5,3302,20001,227344,,100,DC Address,
42 RHODE ISLAND AVENUE NW,42 RHODE ISLAND AVENUE NW,399097.5,138687.43,38.9160539,-77.01040654,Ward 5,3302,20001,227340,,100,DC Address,
37 T STREET NW,37 T STREET NW,399097.41,138654.17,38.91575428,-77.01040753,Ward 5,3302,20001,227328,,100,DC Address,
6 RHODE ISLAND AVENUE NW,6 RHODE ISLAND AVENUE NW,399188.95,138725.94,38.9164009,-77.00935209,Ward 5,3302,20001,300503,,100,DC Address,
22 RHODE ISLAND AVENUE NW,22 RHODE ISLAND AVENUE NW,399147.97,138708.83,38.91624673,-77.0098246,Ward 5,3302,20001,227350,,100,DC Address,
5 RHODE ISLAND AVENUE NW,5 RHODE ISLAND AVENUE NW,399166.4,138772.76,38.91682265,-77.00961217,Ward 5,3301,20001,226083,,100,DC Address,
408 CEDAR STREET NW,408 CEDAR STREET NW,398379.06,145173.76,38.97448356,-77.01870604,Ward 4,1702,20012,259678,,100,DC Address,
6827 4TH STREET NW,6827 4TH STREET NW,398518.59,145005.64,38.97296934,-77.01709547,Ward 4,1702,20012,285357,,100,DC Address,
735 ROCK CREEK CHURCH ROAD NW,735 ROCK CREEK CHURCH ROAD NW,398031.61,141007.3,38.93695028,-77.02270374,Ward 4,2400,20010,249574,,100,DC Address,
700 QUINCY STREET NW,700 QUINCY STREET NW,398127.84,141068.7,38.9375036,-77.02159397,Ward 4,2400,20011,249584,,100,DC Address,
709 ROCK CREEK CHURCH ROAD NW,709 ROCK CREEK CHURCH ROAD NW,398098.01,141022.46,38.93708699,-77.02193791,Ward 4,2400,20010,249586,,100,DC Address,
3813 NEW HAMPSHIRE AVENUE NW,3813 NEW HAMPSHIRE AVENUE NW,398033.46,141134.85,38.93809929,-77.02268277,Ward 4,2400,20011,249599,,100,DC Address,
3811 NEW HAMPSHIRE AVENUE NW,3811 NEW HAMPSHIRE AVENUE NW,398032.01,141128.62,38.93804316,-77.02269947,Ward 4,2400,20011,249598,,100,DC Address,
4215 8TH STREET NW,4215 8TH STREET NW,397995.58,141617.5,38.94244706,-77.0231211,Ward 4,2400,20011,249763,,100,DC Address,
4217 8TH STREET NW,4217 8TH STREET NW,397995.42,141622.87,38.94249543,-77.02312296,Ward 4,2400,20011,249764,,100,DC Address,
4211 8TH STREET NW,4211 8TH STREET NW,397996.14,141606.35,38.94234661,-77.02311461,Ward 4,2400,20011,259650,,100,DC Address,
4209 8TH STREET NW,4209 8TH STREET NW,397996.48,141601.01,38.94229851,-77.02311067,Ward 4,2400,20011,255374,,100,DC Address,
4225 8TH STREET NW,4225 8TH STREET NW,397996.45,141645.21,38.94269668,-77.02311114,Ward 4,2400,20011,249768,,100,DC Address,
4226 7TH STREET NW,4226 7TH STREET NW,398092.35,141663.15,38.9428585,-77.02200498,Ward 4,2400,20011,249769,,100,DC Address,
714 VARNUM STREET NW,714 VARNUM STREET NW,398051.33,141661.08,38.94283976,-77.02247814,Ward 4,2400,20011,249797,,100,DC Address,
700 JEFFERSON STREET NW,700 JEFFERSON STREET NW,398051,143011.01,38.9550003,-77.02248579,Ward 4,2101,20011,250209,,100,DC Address,
3725 12TH STREET NE,3725 12TH STREET NE,400792.71,140836.09,38.93540981,-76.99085695,Ward 5,9504,20017,117008,,100,DC Address,
3219 12TH STREET NE,3219 12TH STREET NE,400812.02,140245.45,38.9300888,-76.99063493,Ward 5,9301,20017,38279,,100,DC Address,
3221 12TH STREET NE,3221 12TH STREET NE,400811.14,140250.8,38.93013699,-76.99064507,Ward 5,9301,20017,38175,,100,DC Address,
3217 12TH STREET NE,3217 12TH STREET NE,400812.86,140239.32,38.93003358,-76.99062525,Ward 5,9301,20017,38223,,100,DC Address,
3215 12TH STREET NE,3215 12TH STREET NE,400813.34,140234.22,38.92998763,-76.99061972,Ward 5,9301,20017,312290,,100,DC Address,
3213 12TH STREET NE,3213 12TH STREET NE,400813.12,140227.95,38.92993115,-76.99062226,Ward 5,9301,20017,312289,,100,DC Address,
3211 12TH STREET NE,3211 12TH STREET NE,400813.34,140222.05,38.929878,-76.99061973,Ward 5,9301,20017,312288,,100,DC Address,
3209 12TH STREET NE,3209 12TH STREET NE,400813.6,140217.32,38.92983539,-76.99061674,Ward 5,9301,20017,312287,,100,DC Address,
1911 6TH STREET NW,1911 6TH STREET NW,398275.36,138685.91,38.91603898,-77.01988645,Ward 1,3400,20001,279462,,100,DC Address,
531 T STREET NW,531 T STREET NW,398285.64,138669.66,38.91589261,-77.01976788,Ward 1,3400,20001,229840,,100,DC Address,
1915 6TH STREET NW,1915 6TH STREET NW,398274.69,138698.1,38.91614879,-77.01989421,Ward 1,3400,20001,309612,,100,DC Address,
521 FLORIDA AVENUE NW,521 FLORIDA AVENUE NW,398340.9,138603.77,38.91529916,-77.01913053,Ward 1,3400,20001,229868,,100,DC Address,
519 FLORIDA AVENUE NW,519 FLORIDA AVENUE NW,398344.65,138598.08,38.91524791,-77.01908727,Ward 1,3400,20001,229867,,100,DC Address,
523 FLORIDA AVENUE NW,523 FLORIDA AVENUE NW,398336.76,138605.89,38.91531825,-77.01917827,Ward 1,3400,20001,229869,,100,DC Address,
219 T STREET NE,219 T STREET NE,399767.42,138604.63,38.91530844,-77.0026818,Ward 5,8702,20002,50845,,100,DC Address,
1831 2ND STREET NE,1831 2ND STREET NE,399720.2,138595.02,38.91522186,-77.00322628,Ward 5,8702,20002,55093,,100,DC Address,
224 S STREET NE,224 S STREET NE,399779.67,138491.69,38.91429104,-77.00254052,Ward 5,8702,20002,49570,,100,DC Address,
303 SEATON PLACE NE,303 SEATON PLACE NE,399863.06,138534.14,38.91467347,-77.001579,Ward 5,8702,20002,152390,,100,DC Address,
1304 ADAMS STREET NE,1304 ADAMS STREET NE,401242.59,139143.23,38.92015948,-76.98567113,Ward 5,9102,20018,68671,,100,DC Address,
437 MANOR PLACE NW,437 MANOR PLACE NW,398271.56,140628.79,38.93354105,-77.01993516,Ward 1,3200,20010,228724,,100,DC Address,
3543 WARDER STREET NW,3543 WARDER STREET NW,398222.34,140634.95,38.93359644,-77.02050286,Ward 1,3200,20010,228729,,100,DC Address,
5501 8TH STREET NW,5501 8TH STREET NW,397937.64,143176.43,38.95649019,-77.02379413,Ward 4,2101,20011,250286,,100,DC Address,
2030 8TH STREET NW,2030 8TH STREET NW,397997.72,138852.02,38.91753476,-77.02308835,Ward 1,3500,20001,284162,,100,DC Address,
1480 HARVARD STREET NW,1480 HARVARD STREET NW,396935.42,139809.36,38.92615573,-77.03534203,Ward 1,3700,20009,234324,,100,DC Address,
1478 HARVARD STREET NW,1478 HARVARD STREET NW,396942.63,139809.74,38.92615918,-77.03525888,Ward 1,3700,20009,234325,,100,DC Address,
1476 HARVARD STREET NW,1476 HARVARD STREET NW,396949.15,139810.07,38.92616217,-77.03518369,Ward 1,3700,20009,234326,,100,DC Address,
1472 HARVARD STREET NW,1472 HARVARD STREET NW,396962.63,139810.62,38.92616717,-77.03502824,Ward 1,3700,20009,234328,,100,DC Address,
1451 HARVARD STREET NW,1451 HARVARD STREET NW,397035.89,139859.2,38.92660505,-77.03418358,Ward 1,2802,20009,226181,,100,DC Address,
535 FLORIDA AVENUE NW,535 FLORIDA AVENUE NW,398308.23,138616.85,38.91541693,-77.01950727,Ward 1,3400,20001,229895,,100,DC Address,
1838 4TH STREET NW,1838 4TH STREET NW,398483.62,138623.86,38.9154804,-77.01748492,Ward 1,3400,20001,295014,,100,DC Address,
475 FLORIDA AVENUE NW,475 FLORIDA AVENUE NW,398415.76,138559.94,38.91490446,-77.01826724,Ward 1,3400,20001,229917,,100,DC Address,
1800 4TH STREET NW,1800 4TH STREET NW,398505.27,138512.33,38.91447573,-77.01723503,Ward 1,3400,20001,229911,,100,DC Address,
1828 4TH STREET NW,1828 4TH STREET NW,398487.54,138596.3,38.91523213,-77.01743965,Ward 1,3400,20001,229924,,100,DC Address,
610 LONGFELLOW STREET NW,610 LONGFELLOW STREET NW,398153.56,143265.98,38.95729736,-77.02130323,Ward 4,2101,20011,246729,,100,DC Address,
603 KENNEDY STREET NW,603 KENNEDY STREET NW,398162.34,143189.02,38.9566041,-77.02120172,Ward 4,2101,20011,246716,,100,DC Address,
5405 7TH STREET NW,5405 7TH STREET NW,398090.2,143077.8,38.95560205,-77.02203372,Ward 4,2101,20011,307370,,100,DC Address,
5407 7TH STREET NW,5407 7TH STREET NW,398089.71,143085.18,38.95566853,-77.02203939,Ward 4,2101,20011,307356,,100,DC Address,
5411 7TH STREET NW,5411 7TH STREET NW,398088.2,143101.64,38.9558168,-77.02205686,Ward 4,2101,20011,246777,,100,DC Address,
617 JEFFERSON STREET NW,617 JEFFERSON STREET NW,398151.8,143078.49,38.9556084,-77.02132303,Ward 4,2101,20011,246769,,100,DC Address,
1334 DOWNING PLACE NE,1334 DOWNING PLACE NE,401345.53,139204.77,38.9207137,-76.98448397,Ward 5,9102,20018,156363,,100,DC Address,
1326 DOWNING PLACE NE,1326 DOWNING PLACE NE,401328.25,139194.25,38.92061896,-76.98468325,Ward 5,9102,20018,67392,,100,DC Address,
1817 PROVIDENCE STREET NE,1817 PROVIDENCE STREET NE,401342.52,138332.29,38.91285412,-76.98452038,Ward 5,8803,20002,55616,,100,DC Address,
1908 CAPITOL AVENUE NE,1908 CAPITOL AVENUE NE,401303.96,138248.24,38.91209669,-76.98496515,Ward 5,8803,20002,308149,,100,DC Address,
1910 CAPITOL AVENUE NE,1910 CAPITOL AVENUE NE,401308.33,138253.05,38.91214001,-76.98491475,Ward 5,8803,20002,308148,,100,DC Address,
1912 CAPITOL AVENUE NE,1912 CAPITOL AVENUE NE,401312.24,138257.23,38.91217766,-76.98486966,Ward 5,8803,20002,308147,,100,DC Address,
1917 CAPITOL AVENUE NE,1917 CAPITOL AVENUE NE,401334.45,138232.52,38.91195537,-76.98461362,Ward 5,8803,20002,54086,,100,DC Address,
1925 CAPITOL AVENUE NE,1925 CAPITOL AVENUE NE,401346.33,138244.71,38.91206516,-76.98447662,Ward 5,8803,20002,310484,,100,DC Address,
1927 CAPITOL AVENUE NE,1927 CAPITOL AVENUE NE,401350.92,138248.12,38.91209587,-76.98442369,Ward 5,8803,20002,53723,,100,DC Address,
1828 CAPITOL AVENUE NE,1828 CAPITOL AVENUE NE,401233.5,138160.37,38.91130556,-76.98577772,Ward 5,8803,20002,55249,,100,DC Address,
1830 CAPITOL AVENUE NE,1830 CAPITOL AVENUE NE,401240.14,138167.7,38.91137159,-76.98570115,Ward 5,8803,20002,55072,,100,DC Address,
1845 KENDALL STREET NE,1845 KENDALL STREET NE,401191.66,138275.02,38.91233809,-76.98625994,Ward 5,8803,20002,308144,,100,DC Address,
1847 KENDALL STREET NE,1847 KENDALL STREET NE,401189.28,138281.04,38.91239233,-76.98628737,Ward 5,8803,20002,308143,,100,DC Address,
1849 KENDALL STREET NE,1849 KENDALL STREET NE,401186.83,138285.95,38.91243656,-76.98631561,Ward 5,8803,20002,308142,,100,DC Address,
1840 KENDALL STREET NE,1840 KENDALL STREET NE,401160.03,138246.61,38.91208254,-76.98662468,Ward 5,8803,20002,308146,,100,DC Address,
1842 KENDALL STREET NE,1842 KENDALL STREET NE,401156.44,138252.49,38.91213518,-76.98666607,Ward 5,8803,20002,308145,,100,DC Address,
1302 GALLAUDET STREET NE,1302 GALLAUDET STREET NE,401029.85,138316.15,38.91270915,-76.98812557,Ward 5,8803,20002,68852,,100,DC Address,
65 RHODE ISLAND AVENUE NW,65 RHODE ISLAND AVENUE NW,399014.92,138712.91,38.91628334,-77.01135879,Ward 5,3301,20001,227377,,100,DC Address,
1929 1ST STREET NW,1929 1ST STREET NW,398963.33,138745.55,38.91657732,-77.01195371,Ward 5,3301,20001,227420,,100,DC Address,
74 ADAMS STREET NW,74 ADAMS STREET NW,398997.2,139128.36,38.92002583,-77.01156372,Ward 5,3301,20001,227990,,100,DC Address,
26 BRYANT STREET NW,26 BRYANT STREET NW,399110.66,139244.58,38.9210729,-77.01025551,Ward 5,3301,20001,228124,,100,DC Address,
28 BRYANT STREET NW,28 BRYANT STREET NW,399104.94,139247.29,38.92109731,-77.01032148,Ward 5,3301,20001,228123,,100,DC Address,
19 ADAMS STREET NW,19 ADAMS STREET NW,399144.14,139172.92,38.9204274,-77.00986935,Ward 5,3301,20001,228138,,100,DC Address,
2311 1ST STREET NW,2311 1ST STREET NW,398973.68,139194.24,38.92061928,-77.01183504,Ward 5,3301,20001,228065,,100,DC Address,
2304 1ST STREET NW,2304 1ST STREET NW,398917.72,139178.48,38.92047724,-77.01248032,Ward 5,3301,20001,228183,,100,DC Address,
145 ADAMS STREET NW,145 ADAMS STREET NW,398816.25,139170.99,38.92040963,-77.0136504,Ward 5,3301,20001,228205,,100,DC Address,
158 BRYANT STREET NW,158 BRYANT STREET NW,398773.73,139195.93,38.92063424,-77.01414077,Ward 5,3301,20001,228166,,100,DC Address,
122 BRYANT STREET NW,122 BRYANT STREET NW,398876.05,139230.02,38.92094147,-77.01296092,Ward 5,3301,20001,228198,,100,DC Address,
57 BRYANT STREET NW,57 BRYANT STREET NW,399044.35,139297.08,38.92154577,-77.01102025,Ward 5,3301,20001,228266,,100,DC Address,
75 BRYANT STREET NW,75 BRYANT STREET NW,398997.05,139294.16,38.92151941,-77.01156569,Ward 5,3301,20001,228312,,100,DC Address,
2419 1ST STREET NW,2419 1ST STREET NW,398971.84,139342.24,38.9219525,-77.01185648,Ward 5,3301,20001,228239,,100,DC Address,
33 BRYANT STREET NW,33 BRYANT STREET NW,399110.04,139296.76,38.92154296,-77.01026273,Ward 5,3301,20001,228254,,100,DC Address,
34 CHANNING STREET NW,34 CHANNING STREET NW,399097.14,139367.61,38.92218118,-77.01041158,Ward 5,3301,20001,228301,,100,DC Address,
1460 COLUMBIA ROAD NW,1460 COLUMBIA ROAD NW,397010.03,139924.42,38.92719248,-77.0344821,Ward 1,2802,20009,294996,,100,DC Address,
1464 COLUMBIA ROAD NW,1464 COLUMBIA ROAD NW,396994.81,139920.05,38.92715306,-77.0346576,Ward 1,2802,20009,294998,,100,DC Address,
1438 COLUMBIA ROAD NW,1438 COLUMBIA ROAD NW,397063.87,139921.23,38.92716393,-77.03386117,Ward 1,2802,20009,277062,,100,DC Address,
4306 ARKANSAS AVENUE NW,4306 ARKANSAS AVENUE NW,397133.06,141705.79,38.94324001,-77.03307068,Ward 4,2501,20011,259331,,100,DC Address,
4316 14TH STREET NW,4316 14TH STREET NW,397138.89,141734,38.94349415,-77.03300355,Ward 4,2501,20011,259291,,100,DC Address,
1424 BUCHANAN STREET NW,1424 BUCHANAN STREET NW,397053.16,142006.31,38.94594691,-77.03399364,Ward 4,2501,20011,255514,,100,DC Address,
1400 LONGFELLOW STREET NW,1400 LONGFELLOW STREET NW,397078.04,143246.61,38.95711995,-77.03371191,Ward 4,2001,20011,255919,,100,DC Address,
1404 LONGFELLOW STREET NW,1404 LONGFELLOW STREET NW,397060.93,143246.61,38.9571199,-77.03390932,Ward 4,2001,20011,255918,,100,DC Address,
5516 14TH STREET NW,5516 14TH STREET NW,397072.2,143234.1,38.95700724,-77.03377924,Ward 4,2001,20011,255914,,100,DC Address,
1400 OGLETHORPE STREET NW,1400 OGLETHORPE STREET NW,397075.33,143664.81,38.9608872,-77.03374496,Ward 4,2001,20011,243465,,100,DC Address,
513 JEFFERSON STREET NW,513 JEFFERSON STREET NW,398215.54,143072.06,38.95555061,-77.02058763,Ward 4,2101,20011,246775,,100,DC Address,
608 JEFFERSON STREET NW,608 JEFFERSON STREET NW,398178.89,143021.16,38.95509201,-77.02101033,Ward 4,2101,20011,246852,,100,DC Address,
206 BRYANT STREET NE,206 BRYANT STREET NE,399724.35,139292.27,38.92150292,-77.0031787,Ward 5,9203,20002,52273,,100,DC Address,
340 ADAMS STREET NE,340 ADAMS STREET NE,399922.15,139168.61,38.92038865,-77.00089773,Ward 5,9203,20002,312711,,100,DC Address,
330 RHODE ISLAND AVENUE NE,330 RHODE ISLAND AVENUE NE,399918.85,139111.52,38.9198747,-77.00093577,Ward 5,9203,20002,155946,,100,DC Address,
51 RHODE ISLAND AVENUE NW,51 RHODE ISLAND AVENUE NW,399049.11,138728.28,38.91642184,-77.01096457,Ward 5,3301,20001,227370,,100,DC Address,
55 RHODE ISLAND AVENUE NW,55 RHODE ISLAND AVENUE NW,399039.17,138723.89,38.91638228,-77.01107918,Ward 5,3301,20001,227372,,100,DC Address,
35 RHODE ISLAND AVENUE NW,35 RHODE ISLAND AVENUE NW,399090.35,138744.58,38.91656872,-77.01048906,Ward 5,3301,20001,227362,,100,DC Address,
64 U STREET NW,64 U STREET NW,399024.78,138770.91,38.91680584,-77.01124517,Ward 5,3301,20001,227389,,100,DC Address,
115 RHODE ISLAND AVENUE NW,115 RHODE ISLAND AVENUE NW,398891.91,138657.19,38.91578125,-77.0127771,Ward 5,3301,20001,227474,,100,DC Address,
121 T STREET NW,121 T STREET NW,398862.5,138655.02,38.91576167,-77.01311622,Ward 5,3301,20001,227459,,100,DC Address,
125 T STREET NW,125 T STREET NW,398852.19,138655.15,38.91576282,-77.0132351,Ward 5,3301,20001,227461,,100,DC Address,
117 T STREET NW,117 T STREET NW,398872.32,138654.15,38.91575384,-77.01300298,Ward 5,3301,20001,227465,,100,DC Address,
149 T STREET NW,149 T STREET NW,398790.82,138654.6,38.91575779,-77.01394274,Ward 5,3301,20001,227467,,100,DC Address,
150 U STREET NW,150 U STREET NW,398809.25,138770.31,38.91680017,-77.01373043,Ward 5,3301,20001,227498,,100,DC Address,
1922 1ST STREET NW,1922 1ST STREET NW,398921.93,138723,38.91637413,-77.01243105,Ward 5,3301,20001,227480,,100,DC Address,
1924 1ST STREET NW,1924 1ST STREET NW,398923.76,138728.18,38.91642079,-77.01240996,Ward 5,3301,20001,227493,,100,DC Address,
150 V STREET NW,150 V STREET NW,398773.96,138895.17,38.9179249,-77.01413758,Ward 5,3301,20001,304080,,100,DC Address,
3302 9TH STREET NE,3302 9TH STREET NE,400549.57,140301.02,38.93058993,-76.99366173,Ward 5,9301,20017,312214,,100,DC Address,
3300 9TH STREET NE,3300 9TH STREET NE,400549.89,140295.88,38.93054362,-76.99365805,Ward 5,9301,20017,312213,,100,DC Address,
3306 9TH STREET NE,3306 9TH STREET NE,400548.4,140313.19,38.93069956,-76.99367522,Ward 5,9301,20017,312216,,100,DC Address,
2724 12TH STREET NE,2724 12TH STREET NE,400807.61,139697.32,38.92515141,-76.99068643,Ward 5,9302,20018,45068,,100,DC Address,
2824 12TH STREET NE,2824 12TH STREET NE,400804.51,139822.6,38.92627997,-76.99072204,Ward 5,9302,20017,44138,,100,DC Address,
2118 3RD STREET NE,2118 3RD STREET NE,399806.28,138982.75,38.91871468,-77.00223383,Ward 5,8702,20002,311052,,100,DC Address,
2112 3RD STREET NE,2112 3RD STREET NE,399806.45,138966.4,38.9185674,-77.00223186,Ward 5,8702,20002,311049,,100,DC Address,
2114 3RD STREET NE,2114 3RD STREET NE,399806.51,138971.9,38.91861694,-77.00223117,Ward 5,8702,20002,311050,,100,DC Address,
2120 3RD STREET NE,2120 3RD STREET NE,399806.47,138988.44,38.91876594,-77.00223164,Ward 5,8702,20002,311053,,100,DC Address,
2122 3RD STREET NE,2122 3RD STREET NE,399806.12,138993.49,38.91881143,-77.00223568,Ward 5,8702,20002,311054,,100,DC Address,
314 V STREET NE,314 V STREET NE,399887.43,138941.72,38.91834508,-77.00129806,Ward 5,8702,20002,39513,,100,DC Address,
1380 BRYANT STREET NE,1380 BRYANT STREET NE,401207.12,139269.06,38.92129305,-76.98607993,Ward 5,9102,20018,65516,,100,DC Address,
1384 BRYANT STREET NE,1384 BRYANT STREET NE,401234.5,139274.23,38.92133958,-76.98576419,Ward 5,9102,20018,65319,,100,DC Address,
1390 BRYANT STREET NE,1390 BRYANT STREET NE,401292.56,139282.28,38.92141202,-76.98509464,Ward 5,9102,20018,65386,,100,DC Address,
1386 BRYANT STREET NE,1386 BRYANT STREET NE,401259.23,139274.57,38.92134261,-76.98547901,Ward 5,9102,20018,65336,,100,DC Address,
240 HAMILTON STREET NW,240 HAMILTON STREET NW,398694.36,142796.33,38.9530676,-77.01506288,Ward 4,2102,20011,244691,,100,DC Address,
6523 1ST STREET NW,6523 1ST STREET NW,399016.83,144654.19,38.9698041,-77.01134528,Ward 4,1702,20012,245381,,100,DC Address,
31 KENNEDY STREET NW,31 KENNEDY STREET NW,399049.26,143221.76,38.95690044,-77.01096906,Ward 4,2102,20011,284575,,100,DC Address,
33 KENNEDY STREET NW,33 KENNEDY STREET NW,399048.74,143229.73,38.95697224,-77.01097507,Ward 4,2102,20011,301152,,100,DC Address,
21 KENNEDY STREET NW,21 KENNEDY STREET NW,399092.37,143217.95,38.95686617,-77.01047168,Ward 4,2102,20011,245828,,100,DC Address,
401 EVARTS STREET NE,401 EVARTS STREET NE,399976.67,139605.9,38.92432824,-77.00026904,Ward 5,9204,20017,28153,,100,DC Address,
2615 4TH STREET NE,2615 4TH STREET NE,399981.04,139570.38,38.92400826,-77.00021865,Ward 5,9204,20002,45935,,100,DC Address,
4032 8TH STREET NE,4032 8TH STREET NE,400428.87,141395.05,38.94044534,-76.9950531,Ward 5,9504,20017,150811,,100,DC Address,
4005 7TH STREET NE,4005 7TH STREET NE,400419.73,141303.51,38.93962073,-76.99515858,Ward 5,9504,20017,28256,,100,DC Address,
3940 7TH STREET NE,3940 7TH STREET NE,400392.53,141249.48,38.93913402,-76.99547235,Ward 5,9504,20017,28861,,100,DC Address,
913 QUINCY STREET NE,913 QUINCY STREET NE,400513.39,141095.75,38.93774912,-76.99407841,Ward 5,9504,20017,82225,,100,DC Address,
452 NEWTON PLACE NW,452 NEWTON PLACE NW,398213.29,140660.38,38.93382551,-77.02060731,Ward 1,3200,20010,228707,,100,DC Address,
3542 WARDER STREET NW,3542 WARDER STREET NW,398189.34,140615.54,38.93342153,-77.02088342,Ward 1,3200,20010,228805,,100,DC Address,
652 NEWTON PLACE NW,652 NEWTON PLACE NW,397965.74,140647.44,38.9337084,-77.02346243,Ward 1,3200,20010,228767,,100,DC Address,
650 NEWTON PLACE NW,650 NEWTON PLACE NW,397971.81,140648.13,38.93371463,-77.02339242,Ward 1,3200,20010,228768,,100,DC Address,
648 NEWTON PLACE NW,648 NEWTON PLACE NW,397978.17,140647.1,38.93370537,-77.02331906,Ward 1,3200,20010,228769,,100,DC Address,
